"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.415053640E1,-3.431451917E-1,-4.498876095E0,4.555059075E-1,4.534878209E0
2.416132233E1,-3.143216968E-1,-4.106183529E0,4.558933377E-1,4.143353719E0
2.417014765E1,-2.296732068E-1,-3.398292065E0,3.910822868E-1,3.428422975E0
2.418074223E1,-1.952357888E-1,-3.401914120E0,3.791353703E-1,3.428539094E0
2.419029416E1,-1.874918640E-1,-3.080593109E0,3.371378183E-1,3.104652800E0
2.420008848E1,-1.873810589E-1,-3.080566406E0,3.374056816E-1,3.104648714E0
2.421015692E1,-1.566849351E-1,-1.785556793E0,2.459054589E-1,1.809207762E0
2.422013463E1,-1.561583281E-1,-1.785605431E0,2.457099557E-1,1.809183672E0
2.423040249E1,-1.759272218E-1,-7.572860718E-1,1.392220259E-1,7.898198240E-1
2.424009426E1,-1.747535467E-1,-7.573747635E-1,1.388413906E-1,7.895772706E-1
2.425027197E1,-2.373604178E-1,3.859472275E-1,1.369535923E-1,4.733408041E-1
2.426069010E1,-3.488076329E-1,8.356943130E-1,1.537594795E-1,9.185280220E-1
2.427107754E1,-2.986621857E-1,1.348336220E0,7.553374767E-2,1.383081708E0
2.428022379E1,-2.953588367E-1,1.865212440E0,-2.219736576E-2,1.888583335E0
2.429040390E1,-3.527743816E-1,2.235541344E0,-3.353118896E-2,2.263452938E0
2.430040822E1,-3.488415480E-1,2.637490273E0,-8.372569084E-2,2.661776729E0
2.431037655E1,-3.827757537E-1,3.010656357E0,-8.649265766E-2,3.036124167E0
2.432109275E1,-2.694359124E-1,3.410087585E0,-1.686871052E-1,3.424872025E0
2.433046754E1,-2.096141130E-1,3.802503586E0,-2.283231020E-1,3.815115075E0
2.434006874E1,-5.582591146E-2,4.185347557E0,-2.783002853E-1,4.194961472E0
2.435027702E1,5.146826431E-2,4.480434418E0,-1.895897388E-1,4.484739215E0
2.436035166E1,1.775869280E-1,4.727962494E0,-1.745095253E-1,4.734513706E0
2.437118317E1,2.605272532E-1,4.928632736E0,-1.786504984E-1,4.938745903E0
2.437999614E1,2.914786339E-1,5.032032967E0,-1.206007004E-1,5.041910362E0
2.439048134E1,4.014909267E-1,5.251753807E0,-1.067357063E-1,5.268159596E0
2.440004973E1,4.630241990E-1,5.184249878E0,-1.495896578E-1,5.207035171E0
2.441041884E1,5.477825403E-1,5.239217758E0,-1.934375763E-1,5.271326828E0
2.442233765E1,5.657676458E-1,5.150974274E0,-2.153677940E-1,5.186425772E0
2.443053036E1,5.211347938E-1,5.026150703E0,-2.279669642E-1,5.058234999E0
2.444002957E1,5.089194775E-1,4.784653664E0,-2.547566295E-1,4.818382577E0
2.445031536E1,4.080867171E-1,4.583312988E0,-2.661678791E-1,4.609136368E0
2.446009687E1,2.990742922E-1,4.286258698E0,-2.676168084E-1,4.305006134E0
2.447069629E1,2.421169132E-1,3.825122833E0,-3.510943055E-1,3.848824821E0
2.448005010E1,2.555009723E-1,3.518617630E0,-3.657074571E-1,3.546786252E0
2.449027884E1,1.573792547E-1,3.116371155E0,-3.269125819E-1,3.137420794E0
2.450041947E1,1.980008036E-1,2.724052429E0,-3.471438289E-1,2.753211723E0
2.451035301E1,1.385601163E-1,2.331412315E0,-2.983886600E-1,2.354510158E0
2.452006780E1,1.090215445E-1,1.891003609E0,-2.688421011E-1,1.913127393E0
2.453029713E1,7.914707065E-2,1.479191780E0,-1.726838946E-1,1.491339099E0
2.454061973E1,1.402459741E-1,1.009332657E0,-8.512097597E-2,1.022578567E0
2.455055546E1,1.960830241E-1,4.060077667E-1,-1.607636213E-1,4.786813146E-1
2.456018280E1,2.744967043E-1,-2.080926895E-1,-2.478773594E-1,4.243750622E-1
2.457092666E1,3.298923969E-1,-7.346935272E-1,-3.028457761E-1,8.604180011E-1
2.458006098E1,3.662264347E-1,-1.395373344E0,-2.621442080E-1,1.466256512E0
2.459003426E1,4.215934873E-1,-1.807116508E0,-1.359348297E-1,1.860615334E0
2.460000702E1,3.852236569E-1,-2.288756847E0,-8.640873432E-2,2.322557134E0
2.461051114E1,4.693246782E-1,-2.595176220E0,-3.714305162E-2,2.637533862E0
2.462085082E1,4.894900918E-1,-3.046384811E0,-2.385592461E-2,3.085551827E0
2.463041426E1,5.257658362E-1,-3.448565960E0,-3.301024437E-3,3.488416230E0
2.464007228E1,5.174160600E-1,-3.841680527E0,-5.673587322E-3,3.876372123E0
2.465026098E1,5.158774853E-1,-4.531135082E0,-4.127502441E-3,4.560409165E0
2.466045718E1,5.143449306E-1,-4.531059742E0,-2.588868141E-3,4.560160062E0
2.467109197E1,4.916995764E-1,-5.038956642E0,-1.239728928E-1,5.064407349E0
2.468000530E1,4.989514947E-1,-5.038995743E0,-1.274421215E-1,5.065241572E0
2.469048265E1,4.405260384E-1,-5.335749149E0,-1.158739328E-1,5.355157229E0
2.470007228E1,3.680285215E-1,-5.507848263E0,-1.181859374E-1,5.521395240E0
2.471058973E1,3.674155772E-1,-5.593902111E0,-1.162056923E-1,5.607159602E0
2.472027541E1,3.312145472E-1,-5.593530178E0,-1.166690588E-1,5.604542318E0
2.473058660E1,2.162176818E-1,-5.516746998E0,-1.432676911E-1,5.522841040E0
2.474001947E1,2.137848884E-1,-5.516789913E0,-1.427216530E-1,5.522775063E0
2.475048686E1,8.011785150E-2,-5.277151585E0,-2.168331742E-1,5.282212069E0
2.476147317E1,4.206568003E-3,-5.018354416E0,-1.952234507E-1,5.022152022E0
2.477027150E1,-2.611842752E-2,-4.704051971E0,-1.042447686E-1,4.705279385E0
2.478038843E1,-5.169463158E-2,-4.704932213E0,-1.055463552E-1,4.706399844E0
2.479055358E1,-7.943844795E-2,-3.957774162E0,-1.763617992E-2,3.958610592E0
2.480000749E1,-1.701082289E-1,-3.960272789E0,-2.114665508E-2,3.963980897E0
2.481039739E1,-1.306746453E-1,-3.232262135E0,-6.713348627E-2,3.235599060E0
2.482008114E1,-7.243372500E-2,-2.829849243E0,-1.224575639E-1,2.833423590E0
2.483066457E1,-1.303962618E-1,-2.372380733E0,-7.058542967E-2,2.377009851E0
2.484003942E1,-3.430991247E-2,-1.960432053E0,-9.755742550E-2,1.963157776E0
2.485040713E1,-5.807241797E-2,-1.481713295E0,-1.612822413E-1,1.491596010E0
2.486037494E1,9.433135390E-2,-8.877763748E-1,-1.879639030E-1,9.123462746E-1
2.487037504E1,2.169983238E-1,-3.321781158E-1,-1.576794386E-1,4.269582866E-1
2.488005457E1,1.464421451E-1,2.281303406E-1,-7.558649778E-2,2.814286283E-1
2.489003655E1,1.986246407E-1,7.765617371E-1,-2.352738380E-2,8.019061149E-1
2.490042223E1,3.489109278E-1,1.274647713E0,-8.120751381E-2,1.324031830E0
2.491044572E1,4.219475985E-1,1.677002907E0,-1.196681261E-1,1.733406757E0
2.492037296E1,3.464726806E-1,2.122992516E0,-1.641598940E-1,2.157333774E0
2.493023963E1,3.440163732E-1,2.477381706E0,-1.361953616E-1,2.504858591E0
2.494004640E1,3.417342901E-1,2.870040894E0,-1.373406053E-1,2.893575556E0
2.495038317E1,2.001222968E-1,3.303453445E0,-2.557436228E-1,3.319376207E0
2.496010202E1,9.565189481E-2,3.782351494E0,-4.270184040E-1,3.807581493E0
2.497080957E1,5.711376667E-3,4.186449051E0,-4.229456782E-1,4.207763221E0
2.498004176E1,-2.101316303E-1,4.464025497E0,-4.228982925E-1,4.488933271E0
2.499017681E1,-3.288776875E-1,4.723433495E0,-4.408747554E-1,4.755350151E0
2.500023197E1,-4.936498404E-1,4.828430176E0,-3.560257554E-1,4.866639751E0
2.501077275E1,-6.470082998E-1,5.038677216E0,-3.291803002E-1,5.090702063E0
2.502097702E1,-6.752113700E-1,5.193699837E0,-2.222511768E-1,5.242120179E0
2.503042884E1,-7.649082541E-1,5.260802269E0,-2.182582617E-1,5.320597882E0
2.504008338E1,-7.546977997E-1,5.174134254E0,-2.880217433E-1,5.236811108E0
2.505017952E1,-7.396161556E-1,5.127577782E0,-3.178857565E-1,5.190388937E0
2.506007244E1,-5.880209208E-1,4.897311211E0,-2.725229859E-1,4.940009562E0
2.507153957E1,-4.779884219E-1,4.804398537E0,-2.032780647E-1,4.832394872E0
2.508061015E1,-3.196928799E-1,4.526207924E0,-1.775982976E-1,4.540958364E0
2.509041556E1,-1.349344403E-1,4.219384193E0,-1.612232327E-1,4.224618705E0
2.510030103E1,-4.214110970E-2,3.975790024E0,-1.504268050E-1,3.978857928E0
2.511073744E1,8.303394914E-2,3.554151535E0,-1.335443854E-1,3.557628687E0
2.512058952E1,1.111824512E-1,3.166529655E0,-3.820741177E-2,3.168711316E0
2.513025697E1,1.967609227E-1,2.668287277E0,1.654064655E-2,2.675583198E0
2.514009572E1,2.989951670E-1,2.298810005E0,4.887139797E-2,2.318687983E0
2.515039473E1,2.972208858E-1,1.838897705E0,1.512143612E-1,1.868890261E0
2.516020072E1,2.629790902E-1,1.419773102E0,2.116681337E-1,1.459355016E0
2.517066546E1,2.041446567E-1,5.385885239E-1,1.620865464E-1,5.983516419E-1
2.518005395E1,1.702292562E-1,5.406932831E-1,2.166945338E-1,6.068638620E-1
2.519023410E1,1.687699556E-2,1.392841339E-2,5.348396301E-2,5.778726485E-2
2.520005431E1,-3.210288286E-2,-6.926288605E-1,-3.434300423E-2,6.942224250E-1
2.521023676E1,-1.272907704E-1,-1.238436699E0,3.342545033E-2,1.245409835E0
2.522041166E1,-1.178826392E-1,-1.695676804E0,1.784527302E-1,1.709111323E0
2.523045416E1,-2.126825303E-1,-2.193661213E0,2.265920639E-1,2.215564790E0
2.524006145E1,-2.206499875E-1,-2.190098286E0,2.671570778E-1,2.217338455E0
2.525027114E1,-3.722145557E-1,-3.425456524E0,3.346907496E-1,3.461836791E0
2.526007489E1,-2.957069874E-1,-3.421737194E0,3.662247062E-1,3.453961289E0
2.527104400E1,-2.372224629E-1,-4.120769024E0,4.051175117E-1,4.147424748E0
2.528002994E1,-2.362022698E-1,-4.120692730E0,4.057017565E-1,4.147347827E0
2.529005301E1,-1.145895198E-1,-4.785504341E0,3.407759666E-1,4.798990604E0
2.530041978E1,-1.140291840E-1,-4.785338402E0,3.419756889E-1,4.798897128E0
2.531038692E1,-1.459684223E-2,-5.213750362E0,3.881310821E-1,5.228197744E0
2.532049957E1,6.195215508E-2,-5.357233524E0,3.893505931E-1,5.371720673E0
2.533041582E1,7.258966565E-2,-5.460435390E0,3.658471107E-1,5.473158870E0
2.534055447E1,1.011433229E-1,-5.498552799E0,3.672289848E-1,5.511730217E0
2.535038520E1,1.632157266E-1,-5.429712772E0,3.127378225E-1,5.441160272E0
2.536007108E1,2.200571299E-1,-5.372015476E0,2.857149839E-1,5.384107026E0
2.537051015E1,2.900471687E-1,-5.227570057E0,2.719836235E-1,5.242670231E0
2.538048926E1,3.463035822E-1,-4.968791008E0,3.213988543E-1,4.991203009E0
2.539037155E1,3.259789646E-1,-4.786635399E0,3.228695393E-1,4.808574161E0
2.540001858E1,4.019849896E-1,-4.530900478E0,3.770161867E-1,4.564295376E0
2.541060759E1,3.717456758E-1,-4.214748859E0,3.780004978E-1,4.247962708E0
2.542075869E1,3.701073825E-1,-3.802819252E0,3.215931654E-1,3.834297315E0
2.543272468E1,4.154108167E-1,-3.463040829E0,2.804363966E-1,3.499123104E0
2.544001926E1,4.037866592E-1,-3.041527748E0,1.954952478E-1,3.074435412E0
2.545069780E1,4.134894013E-1,-2.655783653E0,1.554480791E-1,2.692271235E0
2.546006186E1,3.540472984E-1,-2.282237530E0,1.848975420E-1,2.316925707E0
2.547019093E1,3.119053841E-1,-1.859602928E0,1.176418066E-1,1.889245250E0
2.548005952E1,2.623825371E-1,-1.419014931E0,6.099581718E-2,1.444357455E0
2.549041494E1,2.378774434E-1,-9.017677307E-1,-3.360855579E-2,9.332203669E-1
2.550037723E1,1.315672696E-1,-4.229621887E-1,5.254530907E-2,4.460582574E-1
2.551047103E1,1.328414977E-1,2.190475464E-1,1.385862827E-1,2.912642251E-1
2.552057004E1,9.342566133E-2,8.124427795E-1,2.694188356E-1,8.610331778E-1
2.553045718E1,9.213274717E-2,1.290854454E0,2.656440139E-1,1.321120890E0
2.554038515E1,4.323023558E-2,1.778857231E0,2.044024467E-1,1.791084103E0
2.555208088E1,2.215692401E-2,2.571087837E0,8.220368624E-2,2.572497044E0
2.556006025E1,2.106660604E-2,2.570770264E0,7.899242640E-2,2.572069858E0
2.557042520E1,4.496189952E-2,2.949332237E0,6.455600262E-3,2.949681999E0
2.558030322E1,1.382352710E-1,3.274635315E0,-1.555347443E-2,3.277588648E0
2.559025145E1,1.671557724E-1,3.733540535E0,-1.264233589E-1,3.739418249E0
2.560049879E1,3.347860873E-1,4.116365433E0,-1.857764721E-1,4.134133403E0
2.561005546E1,4.152466059E-1,4.374752998E0,-2.825574279E-1,4.403490915E0
2.562108343E1,4.105713069E-1,4.731936455E0,-3.328306079E-1,4.761361950E0
2.563047124E1,4.653171003E-1,4.925060272E0,-3.127347231E-1,4.956868134E0
2.564002900E1,4.879909158E-1,5.020808220E0,-4.564129114E-1,5.065072858E0
2.565007957E1,5.459837317E-1,5.204412460E0,-4.094839692E-1,5.248969843E0
2.566006286E1,4.923219979E-1,5.108724594E0,-5.427719355E-1,5.161012430E0
2.567028103E1,4.538021386E-1,5.204317093E0,-5.448824167E-1,5.252404176E0
2.568002530E1,3.919328749E-1,5.127827644E0,-5.819778442E-1,5.175608751E0
2.569037843E1,2.915689349E-1,4.990242958E0,-6.583013535E-1,5.041914110E0
2.570033405E1,1.652992964E-1,4.760622025E0,-6.462605596E-1,4.807129978E0
2.571026593E1,9.298843890E-2,4.524988174E0,-5.983495116E-1,4.565324410E0
2.572059707E1,2.564547025E-2,4.199485779E0,-4.725273848E-1,4.226064437E0
2.573007791E1,-1.737335622E-1,3.787742615E0,-3.856098056E-1,3.811282250E0
2.574009707E1,-1.581231505E-1,3.531244278E0,-3.479723334E-1,3.551869061E0
2.575048603E1,-2.935193777E-1,2.705402374E0,-2.259762287E-1,2.730644775E0
2.576033452E1,-2.908687294E-1,2.705431938E0,-2.256408930E-1,2.730362687E0
2.577046457E1,-2.599411905E-1,1.900909424E0,-6.466627121E-3,1.918610924E0
2.578062030E1,-3.278352320E-1,1.897000313E0,-6.569790840E-2,1.926240468E0
2.579028744E1,-2.627980411E-1,1.446793556E0,-1.149225235E-2,1.470512318E0
2.580023082E1,-2.131588608E-1,9.774646759E-1,4.510706663E-2,1.001453214E0
2.581048369E1,-6.902091950E-2,-1.046323776E-1,-1.833702922E-1,2.221181799E-1
2.582034494E1,-2.110001296E-1,-9.886741638E-2,-1.251076460E-1,2.644763577E-1
2.583033296E1,-6.709147990E-2,-1.276664734E0,-2.569745183E-1,1.303997704E0
2.584027765E1,-1.516968459E-1,-1.270850182E0,-2.056868076E-1,1.296294403E0
2.585013655E1,-4.644468427E-2,-2.132627487E0,-1.464480758E-1,2.138154379E0
2.586028530E1,-1.308601499E-1,-2.124991417E0,-8.516019583E-2,2.130719400E0
2.587081410E1,-7.360145450E-2,-2.977157593E0,-1.406173110E-1,2.981385204E0
2.587999077E1,-1.368868053E-1,-2.970089912E0,-8.778518438E-2,2.974538338E0
2.589044983E1,-1.370064318E-1,-3.669024467E0,-8.585834503E-2,3.672585324E0
2.590042046E1,-1.562592089E-1,-4.042321205E0,-1.411272287E-1,4.047801201E0
2.591020765E1,-2.144342959E-1,-4.312906742E0,-9.251576662E-2,4.319225139E0
2.592002223E1,-2.145141661E-1,-4.676608086E0,-1.380969882E-1,4.683561710E0
2.593059072E1,-3.048665822E-1,-4.961106300E0,-1.593191624E-1,4.973017389E0
2.594007489E1,-3.238234520E-1,-5.152453899E0,-8.059746027E-2,5.163248857E0
2.595041358E1,-3.778939545E-1,-5.304225445E0,-1.316532493E-1,5.319299201E0
2.596004312E1,-3.966849446E-1,-5.438109875E0,-1.007236838E-1,5.453489086E0
2.597014426E1,-4.336163998E-1,-5.437805653E0,-2.564048767E-2,5.455127032E0
2.598010895E1,-4.426754415E-1,-5.437628269E0,-8.094000816E-2,5.456217923E0
2.599022483E1,-4.798182845E-1,-5.409206867E0,-8.908152580E-2,5.431176671E0
2.600023848E1,-5.268046856E-1,-5.227097034E0,-5.823045969E-2,5.253899254E0
2.601040832E1,-5.338266492E-1,-5.055169106E0,9.413182735E-3,5.083285767E0
2.602008582E1,-5.327397585E-1,-4.815675735E0,1.161707640E-1,4.846446129E0
2.603031160E1,-5.457176566E-1,-4.557417393E0,7.616478205E-2,4.590605856E0
2.604069452E1,-5.538646579E-1,-4.279677868E0,1.825265884E-1,4.319227323E0
2.605056082E1,-5.522449017E-1,-3.925379753E0,2.596830130E-1,3.972532681E0
2.606244686E1,-5.542112589E-1,-3.578543186E0,2.145009041E-1,3.627551804E0
2.607005936E1,-5.634776354E-1,-3.185022831E0,1.794214249E-1,3.239455128E0
2.608012843E1,-4.848987460E-1,-2.687085152E0,1.418071389E-1,2.734165809E0
2.609037332E1,-4.564376175E-1,-2.331166744E0,1.520071030E-1,2.380289866E0
2.610009900E1,-4.065960050E-1,-1.929022789E0,1.236957908E-1,1.975284759E0
2.611020692E1,-3.467914164E-1,-1.437993050E0,4.074496031E-2,1.479779865E0
2.612010775E1,-3.160961866E-1,-9.878635406E-1,-9.186542034E-2,1.041263862E0
2.613036192E1,-2.400646210E-1,-4.106130600E-1,-1.362507343E-1,4.947710277E-1
2.614052030E1,-2.378338575E-1,2.500448227E-1,-2.135211229E-2,3.457502998E-1
2.615017140E1,-1.736074388E-1,7.974386215E-1,1.406216621E-2,8.162387166E-1
2.616005166E1,-1.712261736E-1,1.285646439E0,-6.323254108E-2,1.298538995E0
2.617047296E1,-1.262390316E-1,1.735893250E0,-1.724083424E-1,1.748995799E0
2.618065864E1,-1.616677046E-1,2.157161713E0,-2.677842379E-1,2.179722803E0
2.619053077E1,-3.192752004E-1,2.942188263E0,-3.156417608E-1,2.976245647E0
2.620032812E1,-3.142263889E-1,2.941926003E0,-3.156172037E-1,2.975446361E0
2.621053900E1,-2.143063992E-1,3.281227112E0,-3.597636223E-1,3.307840452E0
2.622034275E1,-2.666620314E-1,3.605327606E0,-4.273239374E-1,3.640343601E0
2.623019332E1,-3.189748824E-1,3.978565216E0,-3.516274691E-1,4.006790240E0
2.624003327E1,-3.610740900E-1,4.332571983E0,-3.435086012E-1,4.361141209E0
2.625044655E1,-2.830794752E-1,4.519191742E0,-2.343806028E-1,4.534110967E0
2.626006265E1,-3.449673057E-1,4.518791199E0,-2.371764183E-1,4.538141579E0
2.627102155E1,-2.757704854E-1,4.868945122E0,-1.237611771E-1,4.878318644E0
2.628062707E1,-2.527566850E-1,4.983204842E0,-5.228161812E-3,4.989613589E0
2.629024150E1,-2.300842702E-1,5.020874977E0,-1.104366779E-2,5.026156212E0
2.630007155E1,-1.487898529E-1,5.028950691E0,-2.196699381E-2,5.031199263E0
2.631015093E1,-5.182867497E-2,4.970920563E0,-8.420050144E-3,4.971197879E0
2.632056004E1,4.825542867E-2,4.970800400E0,-8.296251297E-3,4.971041544E0
2.633048541E1,1.807821691E-1,4.520344734E0,-1.172751784E-1,4.525478116E0
2.634005718E1,1.792807281E-1,4.520009995E0,-1.207970381E-1,4.525176666E0
2.635188728E1,2.997223735E-1,3.919233322E0,-2.746233940E-1,3.940259045E0
2.636003489E1,3.185210228E-1,3.920608521E0,-2.602981329E-1,3.942129111E0
2.637034759E1,3.440008759E-1,3.183140755E0,-2.609409094E-1,3.212290744E0
2.638033884E1,3.977301419E-1,3.185664177E0,-2.360683680E-1,3.219064117E0
2.639051983E1,3.371495306E-1,2.409985542E0,-3.026555777E-1,2.452203197E0
2.640004145E1,3.986378610E-1,2.048404694E0,-2.368205786E-1,2.100228064E0
2.641017197E1,3.476525247E-1,1.626995087E0,-1.698157787E-1,1.672367390E0
2.642044108E1,2.592785358E-1,1.138517380E0,-7.442605495E-2,1.170036931E0
2.643070910E1,3.117381930E-1,5.851621628E-1,-9.673690796E-2,6.700399146E-1
2.644027004E1,2.429227382E-1,1.062011719E-2,-1.245670319E-1,2.732053972E-1
2.645014822E1,3.391500115E-1,-5.531396866E-1,-2.735898495E-1,7.041574035E-1
2.646024702E1,2.420224845E-1,-1.127590179E0,-1.663800478E-1,1.165211061E0
2.647045103E1,3.412586153E-1,-1.596031189E0,6.560087204E-3,1.632120104E0
2.648018822E1,3.397386670E-1,-2.046166420E0,1.601153612E-1,2.080350045E0
2.649039869E1,3.383997083E-1,-2.457980633E0,1.892307997E-1,2.488371244E0
2.650009879E1,3.811553121E-1,-2.820591927E0,1.547557116E-1,2.850432865E0
2.651031025E1,3.896101415E-1,-3.280288219E0,2.414062619E-1,3.312153959E0
2.652075051E1,4.664703608E-1,-3.623927116E0,2.563524842E-1,3.662807521E0
2.653067285E1,4.653599858E-1,-3.987820625E0,2.093248367E-1,4.020334581E0
2.654002572E1,4.834614396E-1,-4.303839207E0,2.579457760E-1,4.338583053E0
2.655037905E1,5.610209107E-1,-4.588943005E0,2.462780476E-1,4.629664700E0
2.656036655E1,5.885897875E-1,-4.828325272E0,1.994883418E-1,4.868157605E0
2.657021025E1,6.171872616E-1,-5.075407028E0,1.339110732E-1,5.114548738E0
2.658024384E1,6.161690354E-1,-5.295598507E0,1.353211999E-1,5.333042251E0
2.659054676E1,6.400936246E-1,-5.350581646E0,4.890668392E-2,5.388954969E0
2.660034259E1,5.722599626E-1,-5.388764858E0,5.067127943E-2,5.419302145E0
2.661026921E1,5.890853405E-1,-5.395893574E0,6.329417229E-3,5.427958093E0
2.662063369E1,5.882142782E-1,-5.309557438E0,8.315145969E-3,5.342046927E0
2.663039895E1,5.553206205E-1,-5.241162777E0,-1.077127457E-2,5.270510816E0
2.664001499E1,5.735142231E-1,-5.001588821E0,-8.651733398E-3,5.034370284E0
2.665041483E1,5.267714858E-1,-4.772142410E0,-6.982445717E-3,4.801133214E0
2.666036973E1,4.971487820E-1,-4.513407230E0,-4.859805107E-3,4.540707583E0
2.667021551E1,4.208698273E-1,-4.315167904E0,-6.261122227E-2,4.336095665E0
2.668014499E1,4.390375614E-1,-3.884054184E0,-2.216112614E-2,3.908851750E0
2.669038895E1,3.909646273E-1,-3.621350288E0,-4.673463106E-2,3.642693423E0
2.670031312E1,3.897703886E-1,-3.161473751E0,-1.303393245E-1,3.188075528E0
2.671088608E1,2.347358763E-1,-2.804657936E0,-1.497704983E-1,2.818446074E0
2.672083009E1,2.625888586E-1,-2.440581799E0,-9.020972252E-2,2.456324534E0
2.673011843E1,3.185842037E-1,-1.980806351E0,-5.976140499E-2,2.007152490E0
2.674086775E1,2.571344674E-1,-1.535329819E0,-1.458592415E-1,1.563531485E0
2.675072254E1,4.071758986E-1,-4.627408981E-1,-1.063292027E-1,6.254816148E-1
2.676010124E1,4.040350020E-1,-4.627542496E-1,-1.051272750E-1,6.232475610E-1
2.677095088E1,2.404430509E-1,-4.363250732E-2,-1.511574388E-1,2.873416567E-1
2.678020462E1,3.710257411E-1,6.361856461E-1,3.957021236E-2,7.375351371E-1
2.679002317E1,3.519391418E-1,1.167207718E0,1.173794270E-2,1.219168895E0
2.680006926E1,3.457233012E-1,1.596141815E0,4.650253057E-2,1.633816324E0
2.681045327E1,4.274954200E-1,2.017398834E0,1.611018181E-2,2.062258453E0
2.682012640E1,3.939562142E-1,2.439751625E0,2.556371689E-2,2.471485989E0
2.683046530E1,4.089156091E-1,2.726912498E0,2.315860987E-2,2.757498880E0
2.684097817E1,4.047379792E-1,3.129082680E0,-1.121924520E-1,3.157144025E0
2.685010962E1,4.005794525E-1,3.569787979E0,-4.263367057E-1,3.617404194E0
2.686258338E1,1.497563571E-1,4.249120712E0,-3.881434798E-1,4.269438974E0
2.687088812E1,7.823765278E-2,4.415077209E0,-4.670786858E-1,4.440404305E0
2.688036962E1,7.812385261E-2,4.415161133E0,-4.661336541E-1,4.440386441E0
2.689008462E1,-1.301333159E-1,4.760140419E0,-6.548287868E-1,4.806731970E0
2.690039525E1,-1.294191480E-1,4.767006874E0,-5.798411369E-1,4.803885885E0
2.691011640E1,-2.674667239E-1,4.970758438E0,-6.682012081E-1,5.022596017E0
2.692009317E1,-2.634202242E-1,4.970901489E0,-6.661038995E-1,5.022245139E0
2.693049353E1,-3.746044040E-1,4.904993057E0,-6.572124362E-1,4.962984338E0
2.694002004E1,-3.693723679E-1,4.905000687E0,-5.700709820E-1,4.951812659E0
2.695051015E1,-4.166592658E-1,4.654561996E0,-4.883477688E-1,4.698620634E0
2.696119119E1,-3.448100984E-1,4.395811081E0,-3.550593853E-1,4.423586354E0
2.697010129E1,-3.468526602E-1,4.201850891E0,-3.371206522E-1,4.229599037E0
2.698025785E1,-2.757320404E-1,3.866424561E0,-2.330524325E-1,3.883243551E0
2.699024431E1,-2.532219887E-1,3.559349060E0,-1.653953791E-1,3.572176191E0
2.700036301E1,-1.357730776E-1,3.214272499E0,-3.377121687E-2,3.217316043E0
2.701013426E1,-1.614262164E-1,2.851881981E0,-8.284389973E-3,2.856458977E0
2.702003629E1,-1.114984751E-1,2.430149078E0,1.227536201E-1,2.435800670E0
2.703043843E1,-1.513663530E-1,2.069931030E0,1.264997125E-1,2.079309602E0
2.704051504E1,-3.538429737E-2,1.686556816E0,1.906549335E-1,1.697667590E0
2.705007212E1,-7.262325287E-2,1.140391350E0,2.358334661E-1,1.166783609E0
2.706107114E1,-1.658335626E-1,6.546611786E-1,2.804681063E-1,7.312621882E-1
2.707131254E1,-2.120713592E-1,1.660470963E-1,1.261841059E-1,2.974362589E-1
2.708000488E1,-2.205161452E-1,-3.811969757E-1,-4.529535770E-2,4.427077750E-1
2.709021895E1,-2.765050530E-1,-9.557571411E-1,-1.014173031E-1,1.000106108E0
2.710015884E1,-3.272135854E-1,-1.475029945E0,6.735312939E-2,1.512388348E0
2.711053900E1,-3.735018969E-1,-1.858142853E0,1.253068447E-1,1.899447376E0
2.712055369E1,-4.292868972E-1,-2.298670292E0,9.747505188E-2,2.340443064E0
2.713038218E1,-4.712379575E-1,-2.688662529E0,1.754444838E-1,2.735279177E0
2.714032395E1,-4.696958065E-1,-3.081266403E0,1.764943600E-1,3.121853145E0
2.715049562E1,-5.255401134E-1,-3.483392239E0,1.109932661E-1,3.524561448E0
2.716015999E1,-5.170007348E-1,-3.798398972E0,2.394872904E-1,3.840895556E0
2.717054791E1,-5.120617747E-1,-4.140843868E0,2.587300539E-1,4.180399077E0
2.718003421E1,-5.585931540E-1,-4.495031834E0,2.124899626E-1,4.534588127E0
2.719015926E1,-5.078467727E-1,-4.750111580E0,2.391421795E-1,4.783163947E0
2.720019509E1,-4.591764212E-1,-4.941484451E0,2.980873585E-1,4.971716770E0
2.721013035E1,-4.298126698E-1,-5.075386524E0,2.995845079E-1,5.102356140E0
2.722065233E1,-4.273057878E-1,-5.197876453E0,2.634426355E-1,5.222060119E0
2.723041462E1,-4.295391142E-1,-5.264357090E0,2.474355698E-1,5.287644446E0
2.724009765E1,-3.908001184E-1,-5.225875378E0,3.541892767E-1,5.252423083E0
2.725015738E1,-3.630245030E-1,-5.226399899E0,3.500884771E-1,5.250676588E0
2.726040051E1,-2.768034339E-1,-5.092130184E0,3.514908552E-1,5.111746842E0
2.727081608E1,-2.421399653E-1,-4.911708832E0,4.001554847E-1,4.933927424E0
2.728042390E1,-1.849478185E-1,-4.729630470E0,4.775289297E-1,4.757272744E0
2.729031197E1,-1.612630188E-1,-4.474168301E0,5.500435233E-1,4.510735596E0
2.730029629E1,-1.614784002E-1,-4.110208035E0,5.215217471E-1,4.146308032E0
2.731010374E1,-1.093593240E-1,-3.846632004E0,5.061926246E-1,3.881335879E0
