"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.739015827E1,2.801774442E-1,3.507150650E0,-5.944496393E-2,3.518826336E0
1.740000307E1,2.142193317E-1,3.977108955E0,-9.414601326E-2,3.983986576E0
1.741025942E1,1.070434302E-1,4.312158585E0,-2.200919390E-1,4.319098334E0
1.742014343E1,7.562211901E-2,4.698527336E0,-2.623423338E-1,4.706453159E0
1.743060145E1,-2.035401762E-2,4.870845795E0,-3.492488265E-1,4.883393061E0
1.744004260E1,-8.931225538E-2,5.162141800E0,-3.865860105E-1,5.177367418E0
1.745042838E1,-4.116192088E-2,5.344140053E0,-5.106469989E-1,5.368639266E0
1.746007286E1,-8.888806403E-2,5.481530190E0,-5.980529189E-1,5.514774846E0
1.747035176E1,-6.881670654E-2,5.539189339E0,-6.916602254E-1,5.582629142E0
1.747998354E1,-1.409104168E-1,5.541028023E0,-7.140929103E-1,5.588629168E0
1.749076817E1,-9.137308598E-2,5.531670570E0,-7.307763696E-1,5.580480485E0
1.750044432E1,-2.353355661E-2,5.426501274E0,-6.809628606E-1,5.469111475E0
1.751172478E1,-8.050860465E-2,5.202065468E0,-6.432279348E-1,5.242299967E0
1.752136874E1,-7.840386033E-2,5.001001358E0,-5.368058681E-1,5.030340176E0
1.753046234E1,-5.815649033E-2,4.816252708E0,-4.355782270E-1,4.836258959E0
1.754025114E1,1.010662317E-2,4.423586845E0,-3.874710202E-1,4.440535611E0
1.755038354E1,-5.405247211E-2,4.009202003E0,-4.068897367E-1,4.030159008E0
1.756045077E1,-6.179249287E-2,3.578230858E0,-3.392193913E-1,3.594805166E0
1.757083671E1,-1.226306856E-1,3.145741463E0,-1.801111698E-1,3.153278876E0
1.758075713E1,-1.489916444E-1,2.714580536E0,-2.839851379E-2,2.718814534E0
1.759032671E1,-1.943991035E-1,2.245087624E0,4.641914368E-2,2.253966323E0
1.760031088E1,-3.105148077E-1,1.759380341E0,5.193573236E-2,1.787326481E0
1.761036812E1,-3.360594213E-1,1.299407959E0,1.457961202E-1,1.350056846E0
1.762219781E1,-3.765771389E-1,7.972497940E-1,1.475710869E-1,8.939769579E-1
1.763052754E1,-4.593730569E-1,1.745862961E-1,-2.471745014E-2,4.920517580E-1
1.764036041E1,-4.999127090E-1,-4.618978500E-1,-2.092135549E-1,7.120622529E-1
1.765050531E1,-5.542104244E-1,-1.074836731E0,-2.073310614E-1,1.226951247E0
1.766015171E1,-6.282625198E-1,-1.689435959E0,-7.647824287E-2,1.804094392E0
1.767018822E1,-6.254281402E-1,-2.110869408E0,-4.644382000E-2,2.202064269E0
1.768025968E1,-6.893979311E-1,-2.561219692E0,1.983243227E-2,2.652453420E0
1.769018239E1,-6.869056821E-1,-3.011338234E0,-3.601777554E-2,3.088898615E0
1.770042989E1,-6.905188560E-1,-3.423065662E0,1.149326563E-2,3.492037645E0
1.771088036E1,-6.984106302E-1,-4.246562481E0,-1.202924848E-1,4.305292161E0
1.772020963E1,-6.490520835E-1,-4.246438503E0,-1.180069447E-1,4.297375270E0
1.773052713E1,-7.491595149E-1,-4.682725906E0,-6.496965885E-2,4.742718941E0
1.774014057E1,-7.097135782E-1,-4.969888687E0,-6.277298927E-2,5.020699889E0
1.775048426E1,-7.137722969E-1,-5.479055882E0,-4.499351978E-2,5.525536052E0
1.776032619E1,-7.129983902E-1,-5.478889942E0,-4.284048080E-2,5.525254475E0
1.777006499E1,-7.264614105E-1,-5.748216629E0,1.319241524E-2,5.793955008E0
1.778010859E1,-7.259130478E-1,-5.748055458E0,1.517415047E-2,5.793731229E0
1.779011432E1,-7.041885257E-1,-5.886212349E0,1.505088806E-2,5.928204098E0
1.780038604E1,-7.038663030E-1,-5.886025429E0,1.704001427E-2,5.927985618E0
1.781032864E1,-6.175667048E-1,-5.742166519E0,1.903259754E-2,5.775311871E0
1.782010718E1,-6.599075794E-1,-5.738476753E0,1.198470592E-2,5.776308258E0
1.783055874E1,-5.823042393E-1,-5.307117939E0,1.412159801E-1,5.340835234E0
1.784003004E1,-5.535327196E-1,-5.038813114E0,1.714218855E-1,5.072023416E0
1.785037817E1,-4.926716685E-1,-4.715534210E0,2.489576936E-1,4.747732953E0
1.786036322E1,-5.306724310E-1,-4.332430363E0,3.357466459E-1,4.377703951E0
1.787105952E1,-5.206296444E-1,-3.978100777E0,3.552491069E-1,4.027721806E0
1.788006640E1,-4.222479463E-1,-3.559157848E0,2.772064209E-1,3.594821458E0
1.789089932E1,-4.214806557E-1,-3.051573753E0,1.822738647E-1,3.085931314E0
1.790050072E1,-4.775280952E-1,-2.582396030E0,2.114174366E-1,2.634672593E0
1.791048838E1,-4.309301674E-1,-2.193321705E0,2.403401732E-1,2.248137965E0
1.792267744E1,-4.962059557E-1,-1.756461143E0,1.169129014E-1,1.828946343E0
1.793072817E1,-5.216811299E-1,-1.153261185E0,2.908349037E-3,1.265768944E0
1.794005869E1,-6.415365934E-1,-6.554756165E-1,-8.205819130E-2,9.208425659E-1
1.795069734E1,-5.721889734E-1,-7.298088074E-2,-6.522059441E-3,5.768613070E-1
1.796003781E1,-6.618289948E-1,5.299911499E-1,-6.945729256E-3,8.479130147E-1
1.797012619E1,-6.671475172E-1,1.127226830E0,7.198214531E-3,1.309877074E0
1.798076254E1,-7.169430852E-1,1.643987656E0,-7.994687557E-2,1.795297831E0
1.799011583E1,-7.469164133E-1,2.093766212E0,-1.951777935E-1,2.231554492E0
1.800030338E1,-6.631590128E-1,2.549658775E0,-1.920492649E-1,2.641481150E0
1.801043932E1,-6.647492647E-1,2.970651627E0,-1.555184126E-1,3.048089344E0
1.802008369E1,-6.282521486E-1,3.334214211E0,-2.145577669E-1,3.399664719E0
1.803082265E1,-4.563146234E-1,3.792334557E0,-2.234400511E-1,3.826218745E0
1.804004958E1,-3.554504514E-1,4.194292068E0,-3.112072945E-1,4.220815201E0
1.805039072E1,-1.600426137E-1,4.576530457E0,-2.147960663E-1,4.584362770E0
1.806041854E1,-5.287489295E-2,4.911254883E0,-1.805248260E-1,4.914855999E0
1.807087895E1,1.477171928E-1,5.188458443E0,-1.185826063E-1,5.191915178E0
1.808020765E1,2.760028839E-1,5.310434341E0,-2.731460333E-2,5.317672101E0
1.809015369E1,3.875604272E-1,5.396050453E0,-2.404063940E-2,5.410003838E0
1.810003327E1,4.773073792E-1,5.451731682E0,-8.669853210E-3,5.472593154E0
1.811045411E1,5.391300917E-1,5.451202393E0,-1.492387056E-2,5.477818133E0
1.812027770E1,5.056934357E-1,5.489098549E0,-1.156890988E-1,5.513557173E0
1.813082520E1,5.578141809E-1,5.381025314E0,-1.279878616E-1,5.411374223E0
1.814028812E1,4.383438826E-1,5.236937523E0,-8.490645885E-2,5.255936556E0
1.815003291E1,4.684808552E-1,5.015535355E0,-1.634781361E-1,5.040019276E0
1.816347244E1,3.020808995E-1,4.747092247E0,-1.950054765E-1,4.760689531E0
1.817072406E1,1.470481157E-1,4.382989883E0,-2.446866632E-1,4.392276748E0
1.818008452E1,1.290597320E-1,3.992020607E0,-3.575939536E-1,4.010082091E0
1.819020447E1,9.315207601E-2,3.572671890E0,-4.162255526E-1,3.598041892E0
1.820034145E1,-3.522932529E-3,3.170562744E0,-4.625753164E-1,3.204131154E0
1.821012791E1,-6.119105220E-2,2.710970879E0,-3.753173351E-1,2.737511745E0
1.822010645E1,-5.418241024E-3,2.292316437E0,-3.097099066E-1,2.313150283E0
1.823061041E1,1.020378768E-1,1.929186821E0,-2.580887675E-1,1.949046775E0
1.824018952E1,9.122192860E-2,1.392804146E0,-9.555310011E-2,1.399055118E0
1.825073291E1,2.787569463E-1,3.109369278E-1,-1.523225307E-1,4.445102491E-1
1.826038437E1,2.766190767E-1,3.109207153E-1,-1.514111757E-1,4.428489008E-1
1.827031150E1,3.593856692E-1,-3.504276276E-1,-2.658990026E-1,5.680315669E-1
1.828008051E1,5.000503659E-1,-9.057998657E-1,-2.921710610E-1,1.075122176E0
1.829022697E1,6.607029438E-1,-1.912350655E0,-2.412241697E-2,2.023411796E0
1.830054197E1,6.574055552E-1,-1.912400246E0,-2.296209335E-2,2.022370891E0
1.831014333E1,7.024502158E-1,-2.842092514E0,8.023113012E-2,2.928713574E0
1.832007598E1,6.995190382E-1,-2.842148781E0,8.114874363E-2,2.928091818E0
1.833047916E1,7.948088646E-1,-3.713130951E0,1.438082457E-1,3.799966237E0
1.834021385E1,7.920058966E-1,-3.713189125E0,1.446836591E-1,3.799471039E0
1.835038635E1,8.251677155E-1,-4.448951244E0,1.061494350E-1,4.526072982E0
1.836078124E1,7.943606377E-1,-4.831995010E0,4.061681032E-2,4.897023007E0
1.837021322E1,7.352137566E-1,-5.147947788E0,-6.283974648E-2,5.200562905E0
1.838003432E1,7.050279975E-1,-5.387284756E0,-3.234946728E-2,5.433318323E0
1.839027900E1,7.318578362E-1,-5.579917908E0,-3.096413612E-2,5.627793398E0
1.840006171E1,6.734555364E-1,-5.780936241E0,-1.964753866E-2,5.820064622E0
1.841251254E1,6.621456146E-1,-5.833368301E0,-1.004646420E-1,5.871687636E0
1.842017150E1,5.564014912E-1,-5.948144913E0,-6.981933117E-2,5.974519668E0
1.843023525E1,5.401450396E-1,-5.895970345E0,-1.701464653E-1,5.923104995E0
1.844064041E1,4.825564921E-1,-5.771256447E0,-2.059917450E-1,5.795057751E0
1.845056067E1,3.989577591E-1,-5.566846848E0,-1.770796776E-1,5.583933052E0
1.846119932E1,3.132312298E-1,-5.422905445E0,-2.318463326E-1,5.436889735E0
1.847056874E1,2.468427420E-1,-5.049141884E0,-1.241600513E-1,5.056696631E0
1.848059494E1,1.445460916E-1,-4.724162102E0,-1.337674260E-1,4.728265523E0
1.849017827E1,7.676512003E-2,-4.325929165E0,-4.721862078E-2,4.326867877E0
1.850032989E1,7.789450884E-2,-3.885124207E0,-4.522186518E-2,3.886168122E0
1.851053296E1,7.894152403E-2,-3.549622059E0,-1.575933099E-1,3.553995523E0
1.852074765E1,-5.267137289E-2,-3.106833458E0,-1.623475552E-1,3.111518140E0
1.853054744E1,1.525896788E-2,-2.771383286E0,-1.599286795E-1,2.776035903E0
1.854011442E1,1.016737223E-1,-2.340218067E0,-1.481064558E-1,2.347103251E0
1.855024650E1,-2.522283792E-2,-1.964408875E0,-7.131099701E-2,1.965864613E0
1.856009791E1,1.464514881E-1,-1.514192581E0,-9.843838215E-2,1.524440004E0
1.857046520E1,1.679779589E-1,-9.283285141E-1,-2.062522769E-1,9.656865053E-1
1.858011406E1,4.515129030E-1,-2.291707993E-1,-1.189054251E-1,5.201169646E-1
1.859041973E1,3.890306056E-1,3.528385162E-1,6.587266922E-3,5.252458688E-1
1.860046411E1,6.512343287E-1,8.125228882E-1,8.188498020E-2,1.044511726E0
1.861085176E1,8.254845142E-1,1.224302292E0,1.182074547E-1,1.481321635E0
1.862071156E1,7.542003393E-1,1.660455704E0,7.049971819E-2,1.825075754E0
1.863048072E1,8.231251240E-1,2.101140976E0,2.081221342E-2,2.256714762E0
1.864005025E1,8.155291677E-1,2.493945122E0,-9.740471840E-3,2.623917867E0
1.865042978E1,7.226689458E-1,2.900812149E0,-1.964259148E-2,2.989539657E0
1.866008421E1,6.184175611E-1,3.372253418E0,-1.774675250E-1,3.433078519E0
1.867087728E1,4.237777889E-1,3.927880287E0,-3.684002161E-1,3.967814245E0
1.868030213E1,2.325677276E-1,4.466589928E0,-4.217256308E-1,4.492478808E0
1.869017890E1,-9.005761147E-2,4.839990616E0,-4.217091203E-1,4.859162286E0
1.870012614E1,-3.224585950E-1,4.995333672E0,-5.521559119E-1,5.036091161E0
1.871082057E1,-6.482753158E-1,5.234626770E0,-5.513156652E-1,5.303350570E0
1.872109140E1,-7.585024834E-1,5.428376198E0,-5.023946762E-1,5.504088896E0
1.873029734E1,-9.281189442E-1,5.677178383E0,-5.029591918E-1,5.774489338E0
1.874004041E1,-1.067572117E0,5.725021362E0,-6.360300779E-1,5.858337143E0
1.875023197E1,-1.080597758E0,5.763766289E0,-5.393927693E-1,5.888942002E0
1.876042385E1,-1.055836201E0,5.676894188E0,-4.476115108E-1,5.791569197E0
1.877088286E1,-8.627497554E-1,5.398868561E0,-4.105218053E-1,5.482759071E0
1.878002359E1,-8.022170067E-1,5.044787407E0,-3.242638707E-1,5.118454763E0
1.879049093E1,-5.266855955E-1,4.680286407E0,-7.905632257E-2,4.710491320E0
1.880028869E1,-2.259131223E-1,4.507470131E0,-8.252638578E-2,4.513882400E0
1.881017182E1,-1.476516426E-1,4.198596954E0,-1.174575686E-1,4.202834005E0
1.882051551E1,-4.384845495E-2,3.667266846E0,-8.960384130E-2,3.668623400E0
1.883056895E1,3.281989694E-1,2.632778168E0,1.368796825E-1,2.656684304E0
1.884014036E1,2.508507371E-1,2.638945580E0,1.460269690E-1,2.654860399E0
1.885036452E1,3.827405572E-1,1.719475746E0,2.004990578E-1,1.772931766E0
1.886024015E1,3.805987835E-1,1.719381332E0,1.975745559E-1,1.772050593E0
1.887086588E1,1.807120442E-1,7.575998306E-1,2.538265586E-1,8.191716964E-1
1.888033030E1,2.201260328E-1,7.593488693E-1,3.036468625E-1,8.469165206E-1
1.889015406E1,-1.333760619E-1,-2.078819275E-1,-1.072568297E-1,2.692732761E-1
1.890017380E1,-5.146992207E-2,-2.057266235E-1,-1.549876928E-1,2.626666736E-1
1.891054947E1,-4.038387239E-1,-1.393198967E0,-1.245763302E-1,1.455887475E0
1.892018208E1,-4.283645451E-1,-1.907974243E0,-7.198095322E-3,1.955482986E0
1.893094749E1,-5.599556565E-1,-2.338887691E0,3.836393356E-3,2.404986630E0
1.894030859E1,-6.115823984E-1,-2.853366852E0,1.228387356E-1,2.920757569E0
1.895046072E1,-7.044812441E-1,-3.255548954E0,1.241542101E-1,3.333212727E0
1.896014822E1,-7.185419798E-1,-3.624926567E0,2.308802605E-1,3.702661325E0
1.897071588E1,-7.159104347E-1,-4.084497452E0,1.653705835E-1,4.150059592E0
1.898006624E1,-7.039630413E-1,-4.467398167E0,1.002388000E-1,4.523633292E0
1.899013958E1,-6.201156378E-1,-4.855802536E0,1.905574799E-1,4.898946195E0
1.900039676E1,-5.481613874E-1,-5.131747723E0,1.971161366E-1,5.164704286E0
1.901036312E1,-4.512276351E-1,-5.380515575E0,1.607375145E-1,5.401795145E0
1.902057046E1,-4.215182066E-1,-5.638869286E0,2.008529902E-1,5.658168108E0
1.903016369E1,-3.464913666E-1,-5.761031151E0,2.780038118E-1,5.778133116E0
1.904007661E1,-3.363463283E-1,-5.894929886E0,3.368901014E-1,5.914120573E0
1.905038874E1,-2.718378305E-1,-5.836073875E0,2.832233906E-1,5.849262310E0
1.906061442E1,-2.046994269E-1,-5.835870743E0,3.134843111E-1,5.847868124E0
1.907031786E1,-1.082889736E-1,-5.691114426E0,3.127722740E-1,5.700731217E0
1.908020072E1,-1.313841343E-2,-5.528081417E0,3.142961264E-1,5.537024366E0
1.909041260E1,6.258243322E-2,-5.412927151E0,3.157837391E-1,5.422491703E0
1.910009124E1,1.128399968E-1,-5.213116169E0,3.042769432E-1,5.223207589E0
1.911039562E1,1.688908041E-1,-4.839406967E0,3.533720374E-1,4.855229726E0
1.912071447E1,2.535890043E-1,-4.458660603E0,4.170476198E-1,4.485297144E0
1.913256260E1,2.421669066E-1,-4.037151337E0,4.271405935E-1,4.066901131E0
1.914041504E1,2.879166007E-1,-3.711425781E0,4.274694920E-1,3.747039827E0
1.915023635E1,3.679548204E-1,-3.305651188E0,3.132312894E-1,3.340783496E0
1.916175859E1,2.796435356E-1,-2.807467461E0,1.897778511E-1,2.827735787E0
1.917009452E1,3.519634008E-1,-2.375264645E0,1.730774641E-1,2.407429371E0
1.918028484E1,2.352652997E-1,-1.838895798E0,1.734690666E-1,1.861982554E0
1.919034322E1,2.506575882E-1,-1.432283401E0,1.180875301E-2,1.454099177E0
1.920034280E1,1.332790256E-1,-8.718061447E-1,-1.069287062E-1,8.883934944E-1
1.921024395E1,-2.925644815E-2,-3.450660706E-1,2.725529671E-2,3.473749905E-1
1.922276801E1,-6.768657267E-2,3.396730423E-1,5.366897583E-2,3.504848167E-1
1.923030056E1,-2.000654489E-1,9.141111374E-1,9.966516495E-2,9.410411789E-1
1.924004077E1,-3.596556783E-1,1.536377907E0,1.065118313E-1,1.581503731E0
1.925068468E1,-4.201196432E-1,2.469644547E0,-1.174449921E-2,2.505151220E0
1.926067890E1,-4.165882170E-1,2.469508171E0,-1.428067684E-2,2.504440115E0
1.927043989E1,-4.278748930E-1,2.914790154E0,5.502903461E-2,2.946541491E0
1.928039364E1,-4.244607389E-1,3.374297142E0,-4.391610622E-2,3.401172849E0
1.929048072E1,-3.156630397E-1,3.753348351E0,-9.567600489E-2,3.767813808E0
1.930036228E1,-2.093382776E-1,4.030866623E0,-1.557130814E-1,4.039301277E0
1.931010515E1,-1.673373580E-2,4.411299706E0,-1.451349258E-1,4.413718303E0
1.932203583E1,2.376042306E-1,5.100359917E0,-1.396763325E-1,5.107801536E0
1.933018114E1,1.368430555E-1,5.099805832E0,-1.291311979E-1,5.103275459E0
1.934030864E1,6.265373826E-1,5.223819733E0,-1.334563494E-1,5.262950911E0
1.935045109E1,9.496803880E-1,5.280887604E0,-2.323228121E-1,5.370627581E0
1.936010114E1,8.778905272E-1,5.281973839E0,-2.174087167E-1,5.358843715E0
1.937034119E1,9.338037968E-1,5.243467331E0,-3.152913451E-1,5.335292664E0
1.938016754E1,9.258436561E-1,5.243099213E0,-3.192717433E-1,5.333780111E0
1.939029801E1,7.733263969E-1,5.118548393E0,-4.157719016E-1,5.193307005E0
1.940030244E1,8.280940652E-1,5.116205215E0,-4.414773583E-1,5.201557252E0
1.941094030E1,3.547036648E-1,4.781088829E0,-5.171820521E-1,4.822043380E0
1.942137041E1,2.804940343E-1,4.500196457E0,-4.658320546E-1,4.532928916E0
1.943050520E1,2.113670111E-2,4.107635498E0,-4.646937251E-1,4.133891194E0
1.944003140E1,2.037408948E-2,4.107723236E0,-4.635874033E-1,4.133850332E0
1.945039874E1,-1.912012696E-1,3.299418449E0,-4.555480480E-1,3.336202040E0
1.946032609E1,-3.704075813E-1,2.954770088E0,-2.921940684E-1,2.992197424E0
1.947043885E1,-4.341418445E-1,2.562231064E0,-2.344610095E-1,2.609306255E0
1.948002249E1,-4.309235811E-1,2.179273605E0,-2.149477601E-1,2.231844779E0
1.949049994E1,-3.669025004E-1,1.638281822E0,-9.164309502E-2,1.681363503E0
1.950001890E1,-2.787534297E-1,1.082833290E0,1.297253370E-2,1.118212724E0
1.951040426E1,-2.101136744E-1,4.472846985E-1,-9.544295073E-2,5.033097600E-1
1.952189385E1,-1.742060781E-1,-2.529420853E-1,-2.200758457E-1,3.778370469E-1
1.953020666E1,-3.027065098E-2,-8.465728760E-1,-2.182424664E-1,8.747752402E-1
1.954006801E1,1.032958031E-1,-1.401899338E0,-2.162978649E-1,1.422243489E0
1.955072984E1,1.115069762E-1,-1.871037483E0,-9.286087751E-2,1.876656125E0
1.956016208E1,1.414726377E-1,-2.309701443E0,-6.293725967E-2,2.314885820E0
1.957065327E1,2.263274640E-1,-2.759695053E0,-6.152564287E-2,2.769643716E0
1.958002166E1,2.109480351E-1,-3.158355236E0,-3.360909224E-2,3.165570477E0
1.959020265E1,2.668126822E-1,-3.617900372E0,-2.260881662E-2,3.627795924E0
1.960151004E1,2.721173465E-1,-4.045269966E0,2.107244730E-2,4.054466796E0
1.961050020E1,2.609516978E-1,-4.447291851E0,-1.301345825E-1,4.456841438E0
1.962080588E1,1.537185013E-1,-4.798005104E0,-1.420007348E-1,4.802566664E0
1.963038286E1,1.239122450E-1,-5.094666481E0,-1.780633330E-1,5.099283023E0
1.964009171E1,1.228668094E-1,-5.362601757E0,-1.758750081E-1,5.366891640E0
1.965023520E1,4.983070493E-2,-5.542311192E0,-1.552680731E-1,5.544709606E0
1.966012806E1,-5.597370863E-2,-5.714480400E0,-2.104092836E-1,5.718626703E0
1.967102697E1,-1.253756732E-1,-5.876677513E0,-1.525965333E-1,5.879995183E0
1.968036635E1,-1.733320355E-1,-5.876490593E0,-1.504673958E-1,5.880971529E0
1.969035499E1,-1.959208995E-1,-5.876647949E0,-2.003831863E-1,5.883326401E0
1.970024978E1,-2.817636430E-1,-5.799831390E0,-2.170991302E-1,5.810728607E0
1.971054697E1,-3.577349484E-1,-5.665565491E0,-1.859955192E-1,5.679894449E0
1.972121124E1,-3.978481591E-1,-5.437080860E0,-1.573054194E-1,5.453886360E0
1.973051051E1,-4.732003808E-1,-5.216645718E0,-1.549263597E-1,5.240354312E0
1.974006452E1,-4.718433321E-1,-4.919635773E0,-3.808635473E-2,4.942358024E0
1.975123546E1,-5.854771733E-1,-4.585134983E0,-2.006614208E-2,4.622407271E0
1.976007020E1,-5.546894073E-1,-4.182849407E0,6.752568483E-2,4.220008201E0
1.977054452E1,-5.752587914E-1,-3.751643181E0,1.759129763E-2,3.795531410E0
1.978001728E1,-6.200840473E-1,-3.396502018E0,-1.103228331E-2,3.452658671E0
1.979027312E1,-6.075068712E-1,-2.888901711E0,-3.805804253E-2,2.952332316E0
1.980028661E1,-6.347281337E-1,-2.465410709E0,2.653449774E-2,2.545944589E0
1.981033010E1,-5.263718367E-1,-1.948330879E0,4.649239779E-2,2.018717927E0
1.982078989E1,-3.803961873E-1,-1.383309364E0,-3.856897354E-2,1.435177209E0
1.983029640E1,-3.697768450E-1,-8.692550659E-1,-9.407901764E-2,9.493103530E-1
1.984004416E1,-2.528963685E-1,-2.946767807E-1,-9.309309721E-2,3.993210526E-1
1.985043984E1,-2.856439352E-2,8.983497620E-1,1.538515091E-2,8.989354383E-1
1.986024119E1,-2.776974440E-2,8.982257843E-1,1.454013586E-2,8.987725707E-1
1.987069379E1,4.126387835E-2,1.353598595E0,-4.633665085E-2,1.355019907E0
1.988112275E1,1.084833145E-1,1.832308769E0,-2.851265669E-2,1.835738823E0
1.989015525E1,1.388241053E-1,2.247439384E0,-8.584725857E-2,2.253358753E0
1.990067385E1,1.771786809E-1,2.630387306E0,-1.159121990E-1,2.638894712E0
1.991043015E1,6.091278791E-2,3.577890396E0,-3.632470965E-1,3.596798369E0
1.992113004E1,6.274205446E-2,3.577800751E0,-3.629918694E-1,3.596714873E0
1.993021598E1,6.134179235E-2,4.446974754E0,-4.454580545E-1,4.469651011E0
1.994014400E1,-1.354726553E-1,4.446761131E0,-4.454140663E-1,4.471065990E0
1.995026129E1,-4.185230136E-1,5.028207779E0,-3.761910200E-1,5.059600248E0
1.996039947E1,-4.111494124E-1,5.027759552E0,-3.778002858E-1,5.058670083E0
1.997050280E1,-7.255281210E-1,5.275956154E0,-2.282686234E-1,5.330498190E0
1.998030916E1,-5.768631697E-1,5.272596359E0,-2.661539912E-1,5.310732664E0
1.999050291E1,-6.951895356E-1,5.462700844E0,-2.700741291E-1,5.513377280E0
2.000033056E1,-6.858333349E-1,5.490935326E0,-2.735157609E-1,5.540356395E0
2.001090989E1,-6.414538622E-1,5.374141693E0,-1.544942260E-1,5.414492632E0
2.002189051E1,-4.912993312E-1,5.229897499E0,-8.299249411E-2,5.253578841E0
2.003009754E1,-3.504243493E-1,5.008342743E0,-4.153639078E-2,5.020758860E0
2.004067140E1,-1.848144382E-1,4.749238014E0,-8.279800415E-3,4.752839851E0
2.005062635E1,2.628201246E-2,4.566871643E0,-6.029719114E-2,4.567345301E0
2.006240978E1,1.972289681E-1,4.154769897E0,-8.274161816E-2,4.160271426E0
2.007008218E1,2.849702239E-1,3.708239555E0,-1.865758300E-1,3.723850046E0
2.008077114E1,3.914941251E-1,3.316699982E0,-1.317819953E-1,3.342324477E0
2.009017400E1,4.620892704E-1,2.791820526E0,-1.914256811E-2,2.829868333E0
2.010056489E1,5.154178739E-1,2.370413780E0,-9.705168009E-2,2.427743006E0
2.011278458E1,5.574396253E-1,1.923139572E0,4.546046257E-2,2.002815869E0
2.012007374E1,5.340722799E-1,1.472906113E0,9.128862619E-2,1.569400914E0
2.013064817E1,5.125396252E-1,1.044082642E0,1.239430308E-1,1.169686840E0
2.014010588E1,4.136615098E-1,4.694852829E-1,-1.043832302E-2,6.258124592E-1
2.015067588E1,3.817021549E-1,-1.114702225E-1,-1.253461838E-1,4.169338213E-1
2.016010525E1,2.554495335E-1,-7.337312698E-1,-2.190763950E-1,8.072239512E-1
2.017012614E1,2.884688973E-1,-1.332494736E0,-7.176816463E-2,1.365249865E0
2.018127171E1,1.821638346E-1,-1.763333321E0,1.555907726E-2,1.772785985E0
2.019021921E1,2.267787308E-1,-2.256764889E0,1.730954647E-1,2.274726005E0
2.020038556E1,1.497657895E-1,-2.706811905E0,2.024386525E-1,2.718499933E0
2.021008124E1,2.134101987E-1,-3.142005444E0,2.473910451E-1,3.158946731E0
2.022008786E1,1.273158789E-1,-3.572870731E0,2.672754526E-1,3.585115167E0
2.023050041E1,2.204770148E-1,-3.960891724E0,2.698494196E-1,3.976190648E0
2.024044036E1,2.204753160E-1,-4.334270954E0,2.804071903E-1,4.348924265E0
2.025056879E1,3.283635378E-1,-4.684766769E0,2.184568048E-1,4.701338711E0
2.026020202E1,3.568595946E-1,-5.019801140E0,2.198569179E-1,5.037270026E0
2.027013411E1,4.085547924E-1,-5.294512272E0,1.938129067E-1,5.313787788E0
2.028038030E1,4.083755016E-1,-5.505008221E0,1.476495266E-1,5.522108876E0
2.029008567E1,4.692143798E-1,-5.608575821E0,2.305861115E-1,5.632890451E0
2.030032697E1,4.975860119E-1,-5.713773727E0,2.320463061E-1,5.740091248E0
